featured,doi,AuthorInfo,output_type,stand_alone,name,published_date,published_numeric,published_mon_year,desc,desc_gpt,keywords,journal,AuthorInfoText,aff,pmid,pmcid,publication_link,tool_link,thumbnail,press_link,code_link,tool_label,external,aff_clean,output_type_title
FALSE,10.1016/j.healthplace.2020.102461,"C Pérez-Ferrer, AH Auchincloss, T Barrientos-Gutierrez, MA Colchero, L de Oliveira Cardoso, M Carvalho de Menezes, U Bilal",publication,1,Longitudinal changes in the retail food environment in Mexico and their association with diabetes,2020-11-01,18567,November 2020,"The retail food environment is a potential population-level determinant of diet and nutrition-related chronic diseases, yet little is known about its composition and association with diabetes in low- and middle-income countries. Our objectives were: (1) to describe changes in the composition of the retail food environment in Mexican neighborhoods from 2010 to 2016 and (2) to examine the association between these changes and diabetes cases diagnosed over the same period. Individual level data came from the 2016 Mexican Health and Nutrition Survey (N = 2808 adults). Neighborhood level retail food environment data for 2010 and 2016 came from the National Directory of Economic Units of Mexico. Multilevel logistic regression was used to examine the adjusted association between changes in the neighborhood density per km2 of fruit and vegetable stores, chain convenience stores and supermarkets with diabetes. Small store formats still predominate in Mexico's food environment, however there is evidence of fast increase in chain convenience stores and supermarkets. Adults living in neighborhoods that saw a decline in fruit and vegetable store density and a simultaneous increase in chain convenience store density experienced higher odds of diabetes, compared to adults who lived in neighborhoods where fruit and vegetable and convenience stores did not change (OR 3.90, 95% CI 1.61, 9.48). Considering the complex interplay between store types, understanding the mechanisms and confirming the causal implications of these findings could inform policies that improve the quality of food environments in cities.",This study examines the changes in the retail food environment in Mexican neighborhoods from 2010 to 2016 and how they are associated with diabetes cases. The increase in chain convenience stores and decrease in fruit and vegetable stores is linked to higher odds of diabetes. Understanding these findings can guide policies to improve food environments. (355 characters),"Built environment, Convenience foods, Food supply, Mexico, Supermarkets, Type 2 diabetes mellitus, Urban health",Health & Place,"C Pérez-Ferrer, AH Auchincloss, T Barrientos-Gutierrez, MA Colchero, L de Oliveira Cardoso, M Carvalho de Menezes, U Bilal","National Institute of Public Health, Avenida Universidad 655, Santa María Ahuacatitlán, 62100, Cuernavaca, Mexico, National Council for Science and Technology (CONACYT), Mexico., Dornsife School of Public Health, Drexel University, Philadelphia, PA, USA., National Institute of Public Health, Avenida Universidad 655, Santa María Ahuacatitlán, 62100, Cuernavaca, Mexico. Electronic address: tbarrientos@insp.mx., National Institute of Public Health, Avenida Universidad 655, Santa María Ahuacatitlán, 62100, Cuernavaca, Mexico., Fiocruz-RJ, Brazil, Av. Brasil, 4365, Manguinhos, Rio de Janeiro, Brazil., Federal University of Ouro Preto, R. Dois, 607, 35400-000, Ouro Preto, Brazil.",33039800,7705211,https://doi.org/10.1016/j.healthplace.2020.102461,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"National Institute of Public Health, Cuernavaca, Mexico, National Council for Science and Technology, Ciudad de México, Mexico, Drexel University, Fiocruz-RJ, Rio de Janeiro, Brazil, Universidade Federal de Ouro Preto, Ouro Preto, Brazil",Publication
FALSE,10.1007/s11524-020-00495-x,"MC de Menezes, VP de Matos, MF de Pina, BV de Lima Costa, LL Mendes, MC Pessoa, PRB de Souza-Junior, AA de Lima Friche, WT Caiaffa, L de Oliveira Cardoso",publication,1,Web Data Mining: Validity of Data from Google Earth for Food Retail Evaluation,2020-11-01,18567,November 2020,"To overcome the challenge of obtaining accurate data on community food retail, we developed an innovative tool to automatically capture food retail data from Google Earth (GE). The proposed method is relevant to non-commercial use or scholarly purposes. We aimed to test the validity of web sources data for the assessment of community food retail environment by comparison to ground-truth observations (gold standard). A secondary aim was to test whether validity differs by type of food outlet and socioeconomic status (SES). The study area included a sample of 300 census tracts stratified by SES in two of the largest cities in Brazil, Rio de Janeiro and Belo Horizonte. The GE web service was used to develop a tool for automatic acquisition of food retail data through the generation of a regular grid of points. To test its validity, this data was compared with the ground-truth data. Compared to the 856 outlets identified in 285 census tracts by the ground-truth method, the GE interface identified 731 outlets. In both cities, the GE interface scored moderate to excellent compared to the ground-truth data across all of the validity measures: sensitivity, specificity, positive predictive value, negative predictive value and accuracy (ranging from 66.3 to 100%). The validity did not differ by SES strata. Supermarkets, convenience stores and restaurants yielded better results than other store types. To our knowledge, this research is the first to investigate using GE as a tool to capture community food retail data. Our results suggest that the GE interface could be used to measure the community food environment. Validity was satisfactory for different SES areas and types of outlets.","An innovative tool was developed to capture accurate data on community food retail from Google Earth. Validity of the data was tested against ground-truth observations in two cities in Brazil. The tool performed well across all validity measures and was particularly effective for supermarkets, convenience stores, and restaurants. This research is the first to investigate using Google Earth for capturing community food retail data.","Food environment, Food retail, Geocoding services, Google Earth, Urban health, Validation study",Journal of Urban Health : Bulletin of the New York Academy of Medicine,"MC de Menezes, VP de Matos, MF de Pina, BV de Lima Costa, LL Mendes, MC Pessoa, PRB de Souza-Junior, AA de Lima Friche, WT Caiaffa, L de Oliveira Cardoso","National School of Public Health, Fiocruz-RJ, Rua Leopoldo Bulhões, 1480- Manguinhos, Rio de Janeiro, 21041-210, Brazil. marysnut@gmail.com., Instituto de Comunicação e Informação Científica e Tecnológica em Saúde, Fiocruz-RJ, Av. Brasil, 4.365 - Manguinhos, Rio de Janeiro, 21040-900, Brazil., Department of Nutrition, Universidade Federal de Minas Gerais, Av. Alfredo Balena 190, Belo Horizonte, MG, 30130-100, Brazil., Faculdade de Medicina, Universidade Federal de Minas Gerais. Observatório de Saúde Urbana, Av. Alfredo Balena 190, Belo Horizonte, MG, 30130-100, Brazil., National School of Public Health, Fiocruz-RJ, Rua Leopoldo Bulhões, 1480- Manguinhos, Rio de Janeiro, 21041-210, Brazil.",33230671,8079479,https://doi.org/10.1007/s11524-020-00495-x,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Fiocruz-RJ, Rio de Janeiro, Brazil, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil",Publication
FALSE,10.1016/j.cities.2020.102817,"MR Moran, DA Rodríguez, A Cotinez-O'Ryan, JJ Miranda",publication,1,"Park use, perceived park proximity, and neighborhood characteristics: Evidence from 11 cities in Latin America",2020-10-01,18536,October 2020,"This study examines how park use may be associated with perceived park proximity, neighborhood-built environment and perceived social disorder in Latin American cities. The study uses self-reported data from the 2016 CAF survey, including 7,970 urban residents from 11 cities across Latin America. Results show positive graded associations between perceived park proximity and use, holding all others constant. Additional factors that were found to be associated with park use are neighborhood formality and related built-environment characteristics, including paved streets and sidewalks. Park use was mostly unrelated to perceived social disorder, with the exception of indigence, with which it is was positively associated. Stronger associations between park proximity and use were observed among those who reported higher prevalence of indigence or begging in their household block. These findings stress the importance of perceived park proximity in enhancing their use in urban Latin America, and challenge the role of social disorder and crime as a barrier for park use.","This study explores the factors associated with park use in Latin American cities. It finds that perceived park proximity, neighborhood formality, and built-environment characteristics like paved streets and sidewalks are positively associated with park use. Perceived social disorder had limited impact, except for indigence, which was positively related to park use. The study emphasizes the importance of perceived park proximity and questions the role of social disorder as a barrier to park use.","Built environment, Latin America, Park use, Perceived park proximity, Perceived social disorder","Cities (London, England)","MR Moran, DA Rodríguez, A Cotinez-O'Ryan, JJ Miranda","Institute for Urban and Regional Development, University of California Berkeley, Berkeley, CA 94720, USA., Department of Public Health, Pontificia Universidad Católica de Chile, Santiago, Chile., Department of Medicine, School of Medicine, Universidad Peruana Cayetano Heredia, Lima, Peru.",33012941,7490577,https://doi.org/10.1016/j.cities.2020.102817,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"University of California, Berkeley, Universidad Católica de Chile, Santiago, Chile, University of Chile, Santiago, Chile, Universidad Peruana Cayetano Heredia, Lima, Peru",Publication
FALSE,10.3390/ijerph17207423,"FJ Prado-Galbarro, AH Auchincloss, C Pérez-Ferrer, S Sanchez-Franco, T Barrientos-Gutierrez",publication,1,Adolescent Tobacco Exposure in 31 Latin American Cities before and after the Framework Convention for Tobacco Control,2020-10-01,18536,October 2020,"Our objective was to describe the prevalence and changes in tobacco use and tobacco control policies in Latin American countries and cities before and after ratification of the 2003 Framework Convention on Tobacco Control (FCTC). Country-level tobacco policy data came from reports on the global tobacco epidemic (World Health Organization, 2007-2014). Global Youth Tobacco Survey data, 2000-2011, came from six countries (Argentina, Brazil, Chile, Colombia, Mexico, Peru), 31 cities and 132,065 students. Pre- and post-FCTC prevalence and relative changes were estimated. All countries showed improvements in tobacco control policies but Mexico and Peru showed the smallest improvements. In general, adolescents reduced their tobacco use, reported less exposure to smoking at home, more tobacco education, and more retailer refusals to sell them cigarettes. Adolescents reported smaller reductions in secondhand smoke exposure outside the home and no change in exposure to tobacco media/promotions. Pre-FCTC prevalence and relative changes during the post-FCTC period were more heterogeneous across cities than across countries. Despite overall improvements in tobacco policies and the decline in exposure to tobacco, policies related to media/promotions and secondhand smoke need strengthening. There was wide variation in adolescent exposure to tobacco between cities (within countries), which suggested major heterogeneity of policy implementation at the local level.","This study examines tobacco use and control policies in Latin America before and after the implementation of the 2003 FCTC. Overall, there were improvements in tobacco policies and reductions in adolescent tobacco use. However, there is still room for strengthening policies related to media/promotions and secondhand smoke. Additionally, there is significant variation in tobacco exposure among adolescents at the local level.","Latin America, adolescent behavior, health policy, population surveillance, smoke-free policy, smoking prevention, tobacco, tobacco industry",International Journal of Environmental Research and Public Health,"FJ Prado-Galbarro, AH Auchincloss, C Pérez-Ferrer, S Sanchez-Franco, T Barrientos-Gutierrez","Center for Population Health Research, National Institute of Public Health, Cuernavaca, Morelos 62100, Mexico., Dornsife School of Public Health, Urban Health Collaborative, Drexel University, Philadelphia, PA 19129, USA., Department of Public Health, School of Medicine, Universidad de Los Andes, 111711 Bogota, Colombia.",33053821,7601699,https://doi.org/10.3390/ijerph17207423,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"National Institute of Public Health, Cuernavaca, Mexico, Drexel University, Universidad de los Andes, Bogotá, Colombia",Publication
FALSE,10.1016/j.aap.2020.105596,"GA Carvajal, OL Sarmiento, AL Medaglia, S Cabrales, DA Rodríguez, DA Quistberg, S López",publication,1,Bicycle safety in Bogotá: A seven-year analysis of bicyclists’ collisions and fatalities,2020-09-01,18506,September 2020,"Road safety research in low- and middle-income countries is limited, even though ninety percent of global road traffic fatalities are concentrated in these locations. In Colombia, road traffic injuries are the second leading source of mortality by external causes and constitute a significant public health concern in the city of Bogotá. Bogotá is among the top 10 most bike-friendly cities in the world. However, bicyclists are one of the most vulnerable road-users in the city. Therefore, assessing the pattern of mortality and understanding the variables affecting the outcome of bicyclists' collisions in Bogotá is crucial to guide policies aimed at improving safety conditions. This study aims to determine the spatiotemporal trends in fatal and nonfatal collision rates and to identify the individual and contextual factors associated with fatal outcomes. We use confidence intervals, geo-statistics, and generalized additive mixed models (GAMM) corrected for spatial correlation. The collisions' records were taken from Bogotá's Secretariat of Mobility, complemented with records provided by non-governmental organizations (NGO). Our findings indicate that from 2011 to 2017, the fatal bicycling collision rates per bicyclists' population have remained constant for females while decreasing 53 % for males. Additionally, we identified high-risk areas located in the west, southwest, and southeast of the city, where the rate of occurrence of fatal events is higher than what occurs in other parts of the city. Finally, our results show associated risk factors that differ by sex. Overall, we find that fatal collisions are positively associated with factors including collisions with large vehicles, the absence of dedicated infrastructure, steep terrain, and nighttime occurrence. Our findings support policy-making and planning efforts to monitor, prioritize, and implement targeted interventions aimed at improving bicycling safety conditions while accounting for gender differences.","This study examines the pattern of bicycle collisions in Bogotá, Colombia, a city known for its bike-friendly infrastructure. The results show that fatal collision rates have stayed constant for females but decreased by 53% for males from 2011 to 2017. High-risk areas were identified in certain parts of the city, and risk factors differed by gender. The findings suggest the need for targeted interventions and policies to improve bicycle safety conditions, taking into account gender differences.","Bicycling mortality, Built-environment, Latin America, Vision zero",Accident; Analysis and Prevention,"GA Carvajal, OL Sarmiento, AL Medaglia, S Cabrales, DA Rodríguez, DA Quistberg, S López","School of Economics, Universidad de los Andes, Bogotá, Colombia, Department of Industrial Engineering, Center for Optimization and Applied Probability, Universidad de los Andes, Bogotá, Colombia., School of Medicine, Universidad de los Andes, Bogotá, Colombia., Department of Industrial Engineering, Center for Optimization and Applied Probability, Universidad de los Andes, Bogotá, Colombia. Electronic address: amedagli@uniandes.edu.co., Department of City and Regional Planning, Institute for Transportation Studies, University of California, Berkeley, USA., Urban Health Collaborative at the Dornsife School of Public Health, Drexel University, Philadelphia, USA, Department of Environmental & Occupational Health, Dornsife School of Public Health, Drexel University, Philadelphia, USA., Health and Road Safety Department, World Resources Institute Ross Center for Sustainable Cities, Bogotá, Colombia.",32603927,7447975,https://doi.org/10.1016/j.aap.2020.105596,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad de los Andes, Bogotá, Colombia, University of California, Berkeley, Drexel University, World Resources Institute, Bogotá, Colombia",Publication
FALSE,10.1016/j.trd.2020.102420,"JA Huertas, A Palacio, M Botero, GA Carvajal, T van Laake, D Higuera-Mendieta, SA Cabrales, LA Guzman, OL Sarmiento, AL Medaglia",publication,1,"Level of traffic stress-based classification: A clustering approach for Bogotá, Colombia",2020-08-01,18475,August 2020,"The Level of Traffic Stress (LTS) is an indicator that quantifies the stress experienced by a cyclist on the segments of a road network. We propose an LTS-based classification with two components: a clustering component and an interpretative component. Our methodology is comprised of four steps: (i) compilation of a set of variables for road segments, (ii) generation of clusters of segments within a subset of the road network, (iii) classification of all segments of the road network into these clusters using a predictive model, and (iv) assignment of an LTS category to each cluster. At the core of the methodology, we couple a classifier (unsupervised clustering algorithm) with a predictive model (multinomial logistic regression) to make our approach scalable to massive data sets. Our methodology is a useful tool for policy-making, as it identifies suitable areas for interventions; and can estimate their impact on the LTS classification, according to probable changes to the input variables (e.g., traffic density). We applied our methodology on the road network of Bogotá, Colombia, a city with a history of implementing innovative policies to promote biking. To classify road segments, we combined government data with open-access repositories using geographic information systems (GIS). Comparing our LTS classification with city reports, we found that the number of bicyclists' fatal and non-fatal collisions per kilometer is positively correlated with higher LTS. Finally, to support policy making, we developed a web-enabled dashboard to visualize and analyze the LTS classification and its underlying variables.","A novel methodology using Level of Traffic Stress (LTS) is proposed to classify road segments for cyclists. It combines clustering and predictive modeling to handle large datasets, identifying areas for interventions in policy-making. The methodology was applied to Bogotá, Colombia, showing a positive correlation between bicyclist collisions and higher LTS. A web-enabled dashboard was developed for visualizing and analyzing the LTS classification.","Bogotá, Cluster Analysis, Cycling, Latin America, Level of Traffic Stress","Transportation Research. Part D, Transport and Environment","JA Huertas, A Palacio, M Botero, GA Carvajal, T van Laake, D Higuera-Mendieta, SA Cabrales, LA Guzman, OL Sarmiento, AL Medaglia","Centro para la Optimización y Probabilidad Aplicada (COPA), Departamento de Ingeniería Industrial, Universidad de los Andes, Bogotá, Colombia., Fundación Despacio, Colombia., Facultad de Medicina, Universidad de los Andes, Bogotá, Colombia., Grupo de Estudios en Sostenibilidad Urbana y Regional (SUR), Departamento de Ingeniería Civil y Ambiental, Universidad de los Andes, Bogotá, Colombia.",32831580,7437968,https://doi.org/10.1016/j.trd.2020.102420,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad de los Andes, Bogotá, Colombia, Fundación Despacio, Colombia",Publication
FALSE,10.1016/j.envres.2020.109519,"I Stankov, LMT Garcia, MA Mascolli, F Montes, JD Meisel, N Gouveia, OL Sarmiento, DA Rodriguez, RA Hammond, WT Caiaffa, AV Diez Roux",publication,1,A systematic review of empirical and simulation studies evaluating the health impact of transportation interventions,2020-07-01,18444,July 2020,"Urban transportation is an important determinant of health and environmental outcomes, and therefore essential to achieving the United Nation's Sustainable Development Goals. To better understand the health impacts of transportation initiatives, we conducted a systematic review of longitudinal health evaluations involving: a) bus rapid transit (BRT); b) bicycle lanes; c) Open Streets programs; and d) aerial trams/cable cars. We also synthesized systems-based simulation studies of the health-related consequences of walking, bicycling, aerial tram, bus and BRT use. Two reviewers screened 3302 unique titles and abstracts identified through a systematic search of MEDLINE (Ovid), Scopus, TRID and LILACS databases. We included 39 studies: 29 longitudinal evaluations and 10 simulation studies. Five studies focused on low- and middle-income contexts. Of the 29 evaluation studies, 19 focused on single component bicycle lane interventions; the rest evaluated multi-component interventions involving: bicycle lanes (n = 5), aerial trams (n = 1), and combined bicycle lane/BRT systems (n = 4). Bicycle lanes and BRT systems appeared effective at increasing bicycle and BRT mode share, active transport duration, and number of trips using these modes. Of the 10 simulation studies, there were 9 agent-based models and one system dynamics model. Five studies focused on bus/BRT expansions and incentives, three on interventions for active travel, and the rest investigated combinations of public transport and active travel policies. Synergistic effects were observed when multiple policies were implemented, with several studies showing that sizable interventions are required to significantly shift travel mode choices. Our review indicates that bicycle lanes and BRT systems represent promising initiatives for promoting population health. There is also evidence to suggest that synergistic effects might be achieved through the combined implementation of multiple transportation policies. However, more rigorous evaluation and simulation studies focusing on low- and middle-income countries, aerial trams and Open Streets programs, and a more diverse set of health and health equity outcomes is required.","This systematic review examines the health impacts of transportation initiatives such as bicycle lanes, bus rapid transit, aerial trams, and Open Streets programs. The study finds that these initiatives can increase active transport duration and mode share, but more research is needed, particularly in low- and middle-income countries and on a wider range of health outcomes.","Complex systems, Health, Natural experiment, Systematic review, Transportation",Environmental Research,"I Stankov, LMT Garcia, MA Mascolli, F Montes, JD Meisel, N Gouveia, OL Sarmiento, DA Rodriguez, RA Hammond, WT Caiaffa, AV Diez Roux","Urban Health Collaborative, Dornsife School of Public Health, Drexel University, 3600 Market St, 7th Floor, Philadelphia, PA, 19104, USA. Electronic address: is379@drexel.edu., UKCRC Centre for Diet and Activity Research (CEDAR), MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Cambridge, UK., Department of Preventive Medicine, University of São Paulo Medical School, São Paulo, Brazil., Department of Industrial Engineering, Social and Health Complexity Center, Universidad de Los Andes, Bogotá, Colombia., Facultad de Ingeniería, Universidad de Ibagué, Carrera 22 Calle 67, Ibagué, 730001, Colombia., School of Medicine, Universidad de Los Andes, Cra 1 # 18a-10, Bogotá, Colombia., University of California, Berkeley, USA, Department of City and Regional Planning and Institute for Transportation Studies, University of California, Berkeley, USA., Center on Social Dynamics and Policy, The Brookings Institution, 1775 Massachusetts Ave NW, Washington, DC, 20036, USA, Brown School at Washington University in St. Louis, One Brookings Drive, St Louis, MO, 36130, USA., Observatory for Urban Health in Belo Horizonte, School of Medicine, Federal University of Minas Gerais, Belo Horizonte, Brazil., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, 3600 Market St, 7th Floor, Philadelphia, PA, 19104, USA.",32335428,7343239,https://doi.org/10.1016/j.envres.2020.109519,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Drexel University, University of Cambridge, Cambridge, UK, Universidade de São Paulo, São Paulo, Brazil, Universidad de los Andes, Bogotá, Colombia, Universidad de Ibagué, Ibagué, Colombia, University of California, Berkeley, The Brookings Institution, Washington, District of Columbia, Washington University in St. Louis, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil",Publication
FALSE,10.3389/fpubh.2020.00064,"OL Sarmiento, D Higuera-Mendieta, MA Wilches-Mogollon, LA Guzman, DA Rodríguez, R Morales, D Méndez, C Bedoya, M Linares-Vásquez, MI Arévalo, E Martínez-Herrera, F Montes, JD Meisel, AF Useche, E García, CA Triana, AL Medaglia, P Hessel, J Arellana, C Moncada, AC King, AV Diez Roux",publication,1,"Urban Transformations and Health: Methods for TrUST—a Natural Experiment Evaluating the Impacts of a Mass Transit Cable Car in Bogotá, Colombia",2020-03-01,18322,March 2020,"Background: Cable cars provide urban mobility benefits for vulnerable populations. However, no evaluation has assessed cable cars' impact from a health perspective. TransMiCable in Bogotá, Colombia, provides a unique opportunity to (1) assess the effects of its implementation on the environmental and social determinants of health (microenvironment pollution, transport accessibility, physical environment, employment, social capital, and leisure time), physical activity, and health outcomes (health-related quality of life, respiratory diseases, and homicides); and (2) use citizen science methods to identify, prioritize, and communicate the most salient negative and positive features impacting health and quality of life in TransMiCable's area, as well as facilitate a consensus and advocacy-building change process among community members, policymakers, and academic researchers. Methods: TrUST (In Spanish: Transformaciones Urbanas y Salud: el caso de TransMiCable en Bogotá) is a quasi-experimental study using a mixed-methods approach. The intervention group includes adults from Ciudad Bolívar, the area of influence of TransMiCable. The control group includes adults from San Cristóbal, an area of future expansion for TransMiCable. A conceptual framework was developed through group-model building. Outcomes related to environmental and social determinants of health as well as health outcomes are assessed using questionnaires (health outcomes, physical activity, and perceptions), secondary data (crime and respiratory outcomes) use of portable devices (air pollution exposure and accelerometry), mobility tracking apps (for transport trajectories), and direct observation (parks). The Stanford Healthy Neighborhood Discovery Tool is being used to capture residents' perceptions of their physical and social environments as part of the citizen science component of the investigation. Discussion: TrUST is innovative in its use of a mixed-methods, and interdisciplinary research approach, and in its systematic engagement of citizens and policymakers throughout the design and evaluation process. This study will help to understand better how to maximize health benefits and minimize unintended negative consequences of TransMiCable.","This study analyzes the health impact of the TransMiCable cable car system in Bogotá. It assesses environmental and social determinants of health, physical activity, and health outcomes. Citizen science methods are used to identify positive and negative features impacting health. The study aims to maximize health benefits and minimize unintended negative consequences.","Citizen's Science, Latin America, cable car, impact evaluation, physical activity, transport, urban health",Frontiers in Public Health,"OL Sarmiento, D Higuera-Mendieta, MA Wilches-Mogollon, LA Guzman, DA Rodríguez, R Morales, D Méndez, C Bedoya, M Linares-Vásquez, MI Arévalo, E Martínez-Herrera, F Montes, JD Meisel, AF Useche, E García, CA Triana, AL Medaglia, P Hessel, J Arellana, C Moncada, AC King, AV Diez Roux","School of Medicine, Universidad de Los Andes, Bogotá, Colombia., Department of Civil and Environmental Engineering, School of Engineering, Universidad de Los Andes, Bogotá, Colombia., College of Environmental Design and Institute for Transport Studies, University of California, Berkeley, Berkeley, CA, United States., Systems Engineering and Computing Department, School of Engineering, Universidad de Los Andes, Bogotá, Colombia., National School of Public Health, Research Group of Epidemiology, Universidad de Antioquia, Medellín, Colombia., Department of Industrial Engineering, School of Engineering, Universidad de Los Andes, Bogotá, Colombia., Facultad de Ingeniería, Universidad de Ibagué, Ibagué, Colombia., School of Government, Universidad de Los Andes, Bogotá, Colombia., Department of Civil and Environmental Engineering, Universidad del Norte, Barranquilla, Colombia., Facultad de Ingeniería, Universidad Nacional de Colombia, Bogotá, Colombia., Department of Epidemiology & Population Health, Stanford University School of Medicine, Stanford, CA, United States., Urban Health Collaborative, Dornsife School of Public Health, Drexel University, Philadelphia, PA, United States.",32211367,7075807,https://doi.org/10.3389/fpubh.2020.00064,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Universidad de los Andes, Bogotá, Colombia, University of California, Berkeley, Universidad de Antioquia, Medellín, Colombia, Universidad de Ibagué, Ibagué, Colombia, Universidad del Norte, Barranquilla, Colombia, Universidad Nacional de Colombia, Bogotá, Colombia, Stanford University, Drexel University",Publication
FALSE,10.1007/s11524-019-00408-7,"D Fry, SJ Mooney, DA Rodríguez, WT Caiaffa, GS Lovasi",publication,1,Assessing Google Street View Image Availability in Latin American Cities,2020-01-01,18262,January 2020,"Virtual audits using Google Street View are an increasingly popular method of assessing neighborhood environments for health and urban planning research. However, the validity of these studies may be threatened by issues of image availability, image age, and variance of image age, particularly in the Global South. This study identifies patterns of Street View image availability, image age, and image age variance across cities in Latin America and assesses relationships between these measures and measures of resident socioeconomic conditions. Image availability was assessed at 530,308 near-road points within the boundaries of 371 Latin American cities described by the SALURBAL (Salud Urbana en America Latina) project. At the subcity level, mixed-effect linear and logistic models were used to assess relationships between measures of socioeconomic conditions and image availability, average image age, and the standard deviation of image age. Street View imagery was available at 239,394 points (45.1%) of the total sampled, and rates of image availability varied widely between cities and countries. Subcity units with higher scores on measures of socioeconomic conditions had higher rates of image availability (OR = 1.11 per point increase of combined index, p < 0.001) and the imagery was newer on average (- 1.15 months per point increase of combined index, p < 0.001), but image capture date within these areas varied more (0.59-month increase in standard deviation of image age per point increase of combined index, p < 0.001). All three assessed threats to the validity of Street View virtual audit studies spatially covary with measures of socioeconomic conditions in Latin American cities. Researchers should be attentive to these issues when using Street View imagery.","This study examines the availability, age, and variance of Google Street View images in Latin American cities. It finds that image availability and age vary across cities and are linked to socioeconomic conditions. Researchers should consider these factors when using Street View for virtual audits.","Google Street View, Latin America, image availability, social observation, virtual audit",Journal of Urban Health : Bulletin of the New York Academy of Medicine,"D Fry, SJ Mooney, DA Rodríguez, WT Caiaffa, GS Lovasi","Department of Epidemiology and Biostatistics, Drexel University Dornsife School of Public Health, 3600 Market Street 7th Floor, Philadelphia, PA, 19104, USA. dtf34@drexel.edu., Department of Epidemiology, University of Washington School of Public Health, 1959 NE Pacific Street, Seattle, WA, 98195, USA., Department of City & Regional Planning, University of California-Berkeley College of Environmental Design, 230 Wurster Hall, Berkeley, CA, 94720, USA., Department of Preventive and Social Medicine, Federal University of Minas Gerais Observatory for Urban Health in Belo Horizonte, Av. Alfredo Balena, 190, Belo Horizonte, CEP: 30130-100, Brazil., Department of Epidemiology and Biostatistics, Drexel University Dornsife School of Public Health, 3600 Market Street 7th Floor, Philadelphia, PA, 19104, USA.",31900840,7392983,https://doi.org/10.1007/s11524-019-00408-7,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"Drexel University, University of Washington, Seattle, WA, University of California, Berkeley, Federal University of Minas Gerais, Belo Horizonte, Minas Gerais, Brazil",Publication
FALSE,10.1017/S1368980019002891,"C Pérez-Ferrer, AH Auchincloss, MC de Menezes, MF Kroker-Lobos, LO Cardoso, T Barrientos-Gutierrez",publication,1,The food environment in Latin America: a systematic review with a focus on environments relevant to obesity and related chronic diseases,2019-12-01,18231,December 2019,"Food environments may be contributing to the rapid increase in obesity occurring in most Latin American (LA) countries. The present study reviews literature from LA that (i) describes the food environment and policies targeting the food environment (FEP); and (ii) analytic studies that investigate associations between the FEP and dietary behaviours, overweight/obesity and obesity related chronic diseases. We focus on six dimensions of the FEP: food retail, provision, labelling, marketing, price and composition.","This study explores the relationship between food environments, dietary behaviors, and obesity in Latin America. It examines various aspects of the food environment, such as retail, provision, labelling, marketing, price, and composition.","Food environment, Food labelling, Food price, Food promotion, Food retail, Latin America, Systematic literature review",Public Health Nutrition,"C Pérez-Ferrer, AH Auchincloss, MC de Menezes, MF Kroker-Lobos, LO Cardoso, T Barrientos-Gutierrez","National Institute of Public Health, Cuernavaca, Mexico., Dornsife School of Public Health, Drexel University, 3215 Market Street, Philadelphia, PA 19104, USA., Fiocruz-RJ, Rio de Janeiro, Brazil., Institute of Nutrition of Central America and Panama (INCAP), Guatemala City, Guatemala.",31666140,10260576,https://doi.org/10.1017/S1368980019002891,,https://drexel.edu/~/media/Images/lac/Publications/Teixeira2023.ashx?h=780&la=en&w=560&hash=37EBA36491A6E1B800512432FC928F04081693D1,,,,1,"National Institute of Public Health, Cuernavaca, Mexico, Drexel University, Fiocruz-RJ, Rio de Janeiro, Brazil, Institute of Nutrition of Central America and Panama (INCAP), Guatemala City, Guatemala",Publication
